dimension_index,raw_activation,standardized_activation,absolute_standardized_activation
630,-0.010009766,-0.64618504,0.64618504
631,-0.03173828,-0.4401333,0.4401333
632,0.00680542,0.5112763,0.5112763
633,0.068359375,1.8793508,1.8793508
634,0.11425781,1.3853518,1.3853518
635,-0.047851562,-0.17305769,0.17305769
636,-0.04711914,-1.4266399,1.4266399
637,-0.13769531,-2.2833288,2.2833288
638,0.020874023,0.14646575,0.14646575
639,0.010253906,-0.74630046,0.74630046
640,0.0703125,0.11918813,0.11918813
641,0.061767578,-0.88543004,0.88543004
642,-0.02368164,-0.13430928,0.13430928
643,-0.08984375,-1.0635786,1.0635786
644,-0.03100586,-0.020918375,0.020918375
645,0.022949219,0.37709174,0.37709174
646,0.036376953,-0.39368436,0.39368436
647,0.1484375,2.2361996,2.2361996
648,0.091308594,0.33393997,0.33393997
649,-0.111328125,-2.1210036,2.1210036
650,0.095703125,1.016154,1.016154
651,-0.048583984,0.009124341,0.009124341
652,-0.07324219,-1.0147682,1.0147682
653,0.16992188,1.4646633,1.4646633
654,0.08691406,0.7758414,0.7758414
655,0.037597656,0.9393843,0.9393843
